BioGro No;Licensee Name;Address;Input Name;Sub Type;Category;Expiry Date
5441;FSP Australia;"Octal Street
20
Brisbane, Yatala 4207";"“Reggie Post” Innovative Intermediate Trellis (Grape) Post
 ";Farm Management;Crop Husbandry / Orchard Management;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";µInoculate PP9;Soil & Plant Nutrition;Microorganisms;31.07.2023
4436;Biostart Ltd;"Anzac Street
33A
Auckland, Takapuna 0622";µInoculate PP9;Soil & Plant Nutrition;Microorganisms;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";µInoculate PP9 (SKU# 158042);Soil & Plant Nutrition;Microorganisms;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - Bird Scare;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - E 15;Soil & Plant Nutrition;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - Etherics 1000;Soil & Plant Nutrition;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - Etherics 5;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - Etherics 7;Soil & Plant Nutrition;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - FG4;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - Kiwifruit Pepper;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - PhotoMax;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - RC (Rabbit Chase);Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - SilicaMax;Soil & Plant Nutrition;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - ThermoMax;Crop Management;Homeopathic Preparation;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";2573 - ZeroIn;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";AAB 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
6259;Aakland Chemicals (1997) Ltd;"Wigram Close
12
Christchurch, Wigram 8042";Aakland Peroxyacetic Acid;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";"Abrotanum 30c
";Livestock Treatment;Homeopathic Preparation;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Acadian Kelp meal;Livestock Feed / Supplement;Feed;31.07.2023
5348;Acadian Seaplants;"Bren Street
4
Cornwallis Park, Cornwallis BOS 1H8";Acadian Organic Marine Plant Extract;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Acadian Organic Marine Plant Extract (SKU# 1012473, 1012472);Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Acadian Seaweed Flour;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Acadian Seaweed Flour / Acadian Kelp Meal;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5348;Acadian Seaplants;"Bren Street
4
Cornwallis Park, Cornwallis BOS 1H8";Acadian Soluble Seaweed Powder;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5936;Zenith Ltd;"Bristol Street
270
Inglewood, Inglewood 4330";Acetic Acid;Soil & Plant Nutrition;Other;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Acetic acid;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Aconite 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Aconitum C 200;Crop Management;Homeopathic Preparation;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Actigreen;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2594;De Sangosse New Zealand Ltd;"Third Avenue
144
Tauranga 3110";Actigreen;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Actinomyces 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Active Teat Conditioner (SKU# 1033286, 1023844, 1023845);Livestock Treatment;Remedies;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Activforce (SKU# 1018685, 1028745);Facility Management;Cleaning;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";ActivforceK (SKU# 1018686, 1042077);Facility Management;Cleaning;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Activist Cal Mag ;Soil & Plant Nutrition;Microorganisms;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Aerolime (Aerial Lime);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Aerolime (Aerial Lime);Livestock Feed / Supplement;Supplement;31.07.2023
5646;American Chemet Corp;"Hudson Road
15
New Plymouth 4312";AG Copp 75;Crop Management;Fungicide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";AG Copp 75;Crop Management;Fungicide;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Ag Drier;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Ag Drier;Livestock Feed / Supplement;Supplement;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5029;Flynn Holdings Ltd;"Claverley Road
450
Parnassus 7384";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ag Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Ag Lime (Agricultural Lime);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Ag Lime (Agricultural Lime);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Ag Lime (Agricultural Lime);Livestock Feed / Supplement;Supplement;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ag Lime (SKU# 1015198);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4841;Osflo Fertiliser Ltd;"Mountain Road
1319
Inglewood, Inglewood 4389";Ag Salt;Soil & Plant Nutrition;Salt;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Ag Salt;Soil & Plant Nutrition;Salt;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Ag Salt;Soil & Plant Nutrition;Salt;31.07.2023
171;Pacific BioFert Ltd;"Irish Road
21
Pokeno, State Highway 2 2471";Ag Salt;Soil & Plant Nutrition;Salt;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Ag Salt;Soil & Plant Nutrition;Salt;31.07.2023
6045;Avoca Lime Co;"Rata St
54
Te Kauwhata 3710";AgLime;Soil & Plant Nutrition;;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";AgLime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4871;AB Lime Ltd;"Bend Road
10
Winton, Kings Bend 9782";AgLime 90;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";AgLime Fertco (SKU# 1019423);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Agnus castus 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Agri Clear DS;Facility Management;Cleaning;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio AF;Soil & Plant Nutrition;Microorganisms;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio AF;Facility Management;Cleaning;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio BA;Livestock Feed / Supplement;Supplement;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio BA;Facility Management;Cleaning;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio BS;Livestock Feed / Supplement;Supplement;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio BT;Soil & Plant Nutrition;Microorganisms;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio LAB;Livestock Feed / Supplement;Supplement;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio LY;Livestock Feed / Supplement;;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";AgriBio Yeast;Livestock Feed / Supplement;;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Agribuster;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Agri-N;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Animal +;Livestock Treatment;Herbal remedies;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Animal Nutrition;Livestock Treatment;Herbal remedies;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Bee Nutrition;Apiary Management;;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Combo +;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Foliar Nutrition;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Ocean Nutrition ;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Pasture Nutrition;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Seaweed Pellets;Livestock Treatment;Herbal remedies;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Soil +;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Soil Nutrition;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4912;AgriSea New Zealand Seaweed Ltd;"State Highway 2
7446
Paeroa 3674";Agrisea Turf Nutrition;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Agrisumo;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Agri-Tri;Soil & Plant Nutrition;Microorganisms;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";AgriTwitch / Artemis Opti;Crop Management;Adjuvant;31.07.2023
5943;Zest Biotech Ltd;"Kitchener Road
23
Auckland, Waiuku 0622";Agrizest;Crop Management;Elicitor;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Agromate;Soil & Plant Nutrition;Humate;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Ailanthus 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Alfalfa (Code - 4000);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Alfalfa 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Alfalfa Minerals Combo;Livestock Treatment;Homeopathic Preparation;31.07.2023
2925;Agrinova NZ Ltd TA Gro-Chem;"Sunlight Grove
15
Porirua 5022";Alga 600;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Algerian Rock Phosphate;Soil & Plant Nutrition;;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Algerian Rock Phosphate;Soil & Plant Nutrition;;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Algonia K;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Algonia K;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
2594;De Sangosse New Zealand Ltd;"Third Avenue
144
Tauranga 3110";Algonia K;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
6156;Clean Planet Franchise Ltd;"Cain Road
3
Auckland 1061";All Clean;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Allergy+ 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Alligator / Alcedo;Soil & Plant Nutrition;Microorganisms;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Alligator weed 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Allium cepa 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5583;Biologix;"Guernsey Road
53
Blenheim 7271";Aloe-Tech;Soil & Plant Nutrition;Plant Extract / Lysate;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Alumina 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Amino Feed N;Soil & Plant Nutrition;Plant Extract / Lysate;31.07.2023
5583;Biologix;"Guernsey Road
53
Blenheim 7271";Amino-Max;Soil & Plant Nutrition;Plant Extract / Lysate;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Amylis;Soil & Plant Nutrition;Microorganisms;31.07.2023
2594;De Sangosse New Zealand Ltd;"Third Avenue
144
Tauranga 3110";Amylis;Soil & Plant Nutrition;Microorganisms;31.07.2023
4833;Dynamic Compost Tea Ltd;"Nayland Road
443
Nelson, Stoke 7040";Animal Boost;Livestock Feed / Supplement;Supplement;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Ant crud 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Ant tart 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Anthracinum 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Anthracinum C 1000;Crop Management;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Anthracinum C 200;Crop Management;Homeopathic Preparation;31.07.2023
5332;True Health Ltd;Waipukurau 4242;Anti-Oxidant Blend;Livestock Treatment;Herbal remedies;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Apis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Apocynum 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
412;Coral Tree Organic Products Ltd;"Riverbank Road
24
Otaki 5512";Apple Cider Vinegar;Livestock Feed / Supplement;Supplement;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Aquabor MSR;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5414;New Leaf Horticulture Ltd;"Tutaenui Road
383
Marton 4741";Aquaticus Organic Garden Booster;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5414;New Leaf Horticulture Ltd;"Tutaenui Road
383
Marton 4741";Aquaticus Organic Soil & Plant Conditioner;Soil & Plant Nutrition;Shellfish Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Arnica 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Arnica Montana C 200;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Arnica/Bellis 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Arnica/Hypericum 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Ars alb 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Asafoetida 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Aureo Gold;Crop Management;Adjuvant;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Aureo Gold;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Aureo Gold;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Aureo Gold (SKU# 1033775);Crop Management;Pesticide;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";AusMate;Soil & Plant Nutrition;Humate;31.07.2023
4769;New Zealand Humates Ltd;"Rangiuru Road
412
Te Puke 3182";AusMate;Soil & Plant Nutrition;Humate;31.07.2023
5351;Environmental Services PTY Ltd;"Fordson Road
15
Melbourne, Campbellfield 3061";Aussan-L42;Facility Management;Cleaning;31.07.2023
5351;Environmental Services PTY Ltd;"Fordson Road
15
Melbourne, Campbellfield 3061";Aussan-L44;Facility Management;Cleaning;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Aussan-L44;Facility Management;Cleaning;31.07.2023
5351;Environmental Services PTY Ltd;"Fordson Road
15
Melbourne, Campbellfield 3061";Aussan-SC;Facility Management;Cleaning;31.07.2023
5991;Azwood Ltd;"Saxton Road
55
Nelson, Stoke 7011";Azwood Energy Wood Pellet - (Fire Time, On Fire, Resourcefuel);Soil & Plant Nutrition;Plant Derived Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bacillinum 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Bacstar;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Bacstar;Crop Management;Pesticide;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";Bactur;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Dolomite (SKU# 1013676);Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Gypsum;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance High P Phosphate;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Nutrimax Organic Boron 10%;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Powdered Guano;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Pure RPR;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Sulphate of potash;Soil & Plant Nutrition;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ballance Sulphurgrain Pure;Soil & Plant Nutrition;;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Baptisia 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Bark Mulch;Soil & Plant Nutrition;Mulch/Bark;31.07.2023
4575;Composting New Zealand Ltd;"Otaihanga Road
160
Paraparaumu 6015";Bark Mulch 25 mm and 50mm;Soil & Plant Nutrition;Mulch/Bark;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Basalt Rock Powder;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Basil Red Opal (Code - 3020);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Basil Sweet Genovese (Code - 3025);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Basil Thai (Code - 3030;Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";BBU 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5568;Biolchim New Zealand Ltd;"Ashley Place
38
Papamoa, Mt Maunganui 3118";BCF 7.14;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5568;Biolchim New Zealand Ltd;"Ashley Place
38
Papamoa, Mt Maunganui 3118";BCF 7.5.14;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5568;Biolchim New Zealand Ltd;"Ashley Place
38
Papamoa, Mt Maunganui 3118";BCF GR;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Bean Cobra Runner (Code - 3050);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Bean Faraday Dwarf (Code – 3035);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Bean Vitalis Runner (Code - 3058);Seeds and Planting Stock;;30.09.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Bear;Soil & Plant Nutrition;Microorganisms;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Beet Bright Yellow (Code - 3065);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Beet Erbette (Code - 3066);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Beet Ruby Red (Code - 3068);Seeds and Planting Stock;;30.09.2023
5332;True Health Ltd;Waipukurau 4242;Beet-OH Tincture;Livestock Treatment;Herbal remedies;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Beetroot Detroit Dark Red (Code - 3080);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Belladonna 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Belladonna C 200;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bellis per 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4993;Livestock Supplies NZ Ltd;"Oreti Street
6
Gore 9710";Bentonite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Berberis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Bio Inoculant Granules;Crop Management;Pesticide;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Bio Inoculant Powder;Crop Management;Pesticide;31.07.2023
5252;United Fisheries Ltd;"Parkhouse Road
50-58
Christchurch, Wigram 8042";Bio Marinus Biological;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
